Season,Matchday,Opponent,Minute,Player,Outcome,Distance,BodyPart,Notes,SCA1,SCA1Event,SCA2,SCA2Event
2018/19,2,Huddersfield Town,35,Sergio Agüero,Goal,6,Left Foot,,David Silva,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,2,Huddersfield Town,45,Bernardo Silva,Saved,26,Left Foot,,Sergio Agüero,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,2,Huddersfield Town,46,Aymeric Laporte,Blocked,32,Left Foot,,David Silva,Pass (Live),John Stones,Pass (Live)
2018/19,2,Huddersfield Town,48,David Silva,Goal,26,Left Foot,Free kick,Sergio Agüero,Fouled,Sergio Agüero,Fouled
2018/19,2,Huddersfield Town,52,Sergio Agüero,Blocked,20,Left Foot,,Sergio Agüero,Dribble,Gabriel Jesus,Pass (Live)
2018/19,2,Huddersfield Town,54,Bernardo Silva,Blocked,20,Left Foot,,Gabriel Jesus,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,2,Huddersfield Town,54,Benjamin Mendy,Off Target,23,Right Foot,,Benjamin Mendy,Dribble,Vincent Kompany,Pass (Live)
2018/19,2,Huddersfield Town,57,Sergio Agüero,Woodwork,26,Right Foot,,Sergio Agüero,Dribble,Aymeric Laporte,Pass (Live)
2018/19,2,Huddersfield Town,59,Sergio Agüero,Off Target,17,Right Foot,,Gabriel Jesus,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,2,Huddersfield Town,71,Sergio Agüero,Saved,17,Right Foot,,,,,
2018/19,2,Huddersfield Town,71,John Stones,Off Target,8,Head,,Bernardo Silva,Pass (Dead),Sergio Agüero,Shot
2018/19,2,Huddersfield Town,75,Riyad Mahrez,Blocked,23,Left Foot,,Bernardo Silva,Pass (Live),Gabriel Jesus,Pass (Live)
2018/19,2,Huddersfield Town,75,Sergio Agüero,Goal,7,Right Foot,Back heel,Benjamin Mendy,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,2,Huddersfield Town,80,Gabriel Jesus,Off Target,11,Right Foot,,Gabriel Jesus,Dribble,İlkay Gündoğan,Pass (Live)
2018/19,2,Huddersfield Town,84,Leroy Sané,Blocked,18,Left Foot,,Leroy Sané,Dribble,Phil Foden,Pass (Live)
2018/19,2,Huddersfield Town,84,Benjamin Mendy,Off Target,24,Left Foot,,Leroy Sané,Shot,,
2018/19,2,Huddersfield Town,84,Leroy Sané,Saved,7,Left Foot,,Gabriel Jesus,Pass (Live),Gabriel Jesus,Dribble
2018/19,2,Huddersfield Town,86,Fernandinho,Blocked,26,Right Foot,,,,,
2018/19,2,Huddersfield Town,87,Aymeric Laporte,Blocked,8,Head,,Bernardo Silva,Pass (Dead),Fernandinho,Shot
2018/19,2,Huddersfield Town,87,Benjamin Mendy,Blocked,34,Left Foot,Half volley,,,,
2018/19,2,Huddersfield Town,88,Bernardo Silva,Saved,9,Left Foot,,Leroy Sané,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,2,Huddersfield Town,90+2,Riyad Mahrez,Off Target,17,Left Foot,,Gabriel Jesus,Pass (Live),,
2018/19,3,Wolves,13,İlkay Gündoğan,Blocked,24,Right Foot,,David Silva,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,3,Wolves,15,İlkay Gündoğan,Saved,12,Left Foot,,Sergio Agüero,Pass (Live),Benjamin Mendy,Pass (Live)
2018/19,3,Wolves,21,Sergio Agüero,Woodwork,14,Right Foot,,İlkay Gündoğan,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,3,Wolves,22,Raheem Sterling,Saved,28,Right Foot,,,,,
2018/19,3,Wolves,33,Fernandinho,Off Target,20,Right Foot,,,,,
2018/19,3,Wolves,41,Sergio Agüero,Saved,9,Right Foot,,David Silva,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,3,Wolves,45,Bernardo Silva,Blocked,10,Right Foot,,Bernardo Silva,Dribble,Raheem Sterling,Pass (Live)
2018/19,3,Wolves,48,Kyle Walker,Blocked,27,Right Foot,,,,,
2018/19,3,Wolves,49,Vincent Kompany,Off Target,6,Head,,İlkay Gündoğan,Pass (Dead),Kyle Walker,Shot
2018/19,3,Wolves,50,Raheem Sterling,Off Target,13,Right Foot,,Raheem Sterling,Dribble,Sergio Agüero,Pass (Live)
2018/19,3,Wolves,55,Fernandinho,Blocked,31,Right Foot,,David Silva,Pass (Live),Kyle Walker,Pass (Live)
2018/19,3,Wolves,58,David Silva,Blocked,12,Right Foot,,Benjamin Mendy,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,3,Wolves,61,Fernandinho,Off Target,7,Head,,Bernardo Silva,Pass (Dead),İlkay Gündoğan,Fouled
2018/19,3,Wolves,63,Benjamin Mendy,Blocked,28,Left Foot,,Sergio Agüero,Pass (Live),David Silva,Pass (Live)
2018/19,3,Wolves,65,İlkay Gündoğan,Saved,20,Right Foot,,David Silva,Pass (Live),,
2018/19,3,Wolves,67,Gabriel Jesus,Blocked,26,Right Foot,,Sergio Agüero,Pass (Live),Fernandinho,Pass (Live)
2018/19,3,Wolves,69,Aymeric Laporte,Goal,6,Head,,İlkay Gündoğan,Pass (Dead),Raheem Sterling,Fouled
2018/19,3,Wolves,72,Sergio Agüero,Off Target,25,Right Foot,,Gabriel Jesus,Pass (Live),David Silva,Pass (Live)
2018/19,3,Wolves,77,Gabriel Jesus,Saved,6,Head,,Benjamin Mendy,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,3,Wolves,90+5,Sergio Agüero,Woodwork,27,Right Foot,Free kick,Sergio Agüero,Fouled,,
2018/19,4,Newcastle,4,Riyad Mahrez,Off Target,15,Left Foot,,Fernandinho,Pass (Live),,
2018/19,4,Newcastle,7,Raheem Sterling,Goal,17,Right Foot,,Benjamin Mendy,Pass (Live),,
2018/19,4,Newcastle,11,Aymeric Laporte,Blocked,22,Left Foot,Volley,,,,
2018/19,4,Newcastle,15,Sergio Agüero,Off Target,27,Right Foot,,Fernandinho,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,4,Newcastle,18,Gabriel Jesus,Saved,12,Left Foot,,Gabriel Jesus,Dribble,Sergio Agüero,Pass (Live)
2018/19,4,Newcastle,27,Gabriel Jesus,Saved,5,Head,,David Silva,Pass (Dead),David Silva,Fouled
2018/19,4,Newcastle,34,Sergio Agüero,Blocked,29,Right Foot,Free kick,Fernandinho,Fouled,Riyad Mahrez,Pass (Live)
2018/19,4,Newcastle,34,Gabriel Jesus,Blocked,18,Left Foot,,Sergio Agüero,Pass (Live),David Silva,Pass (Live)
2018/19,4,Newcastle,35,Fernandinho,Off Target,9,Right Foot,Back heel,Riyad Mahrez,Pass (Dead),Gabriel Jesus,Shot
2018/19,4,Newcastle,40,Sergio Agüero,Blocked,17,Right Foot,,Raheem Sterling,Pass (Live),Fernandinho,Pass (Live)
2018/19,4,Newcastle,49,David Silva,Blocked,24,Left Foot,Free kick,Riyad Mahrez,Fouled,Riyad Mahrez,Dribble
2018/19,4,Newcastle,49,Riyad Mahrez,Off Target,25,Left Foot,,David Silva,Shot,,
2018/19,4,Newcastle,52,Kyle Walker,Goal,30,Right Foot,,Sergio Agüero,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,4,Newcastle,57,Sergio Agüero,Wayward,7,Right Foot,Overhead kick,Aymeric Laporte,Pass (Live),John Stones,Pass (Live)
2018/19,4,Newcastle,58,Raheem Sterling,Blocked,17,Left Foot,,David Silva,Pass (Live),Benjamin Mendy,Pass (Live)
2018/19,4,Newcastle,59,Riyad Mahrez,Blocked,21,Left Foot,,David Silva,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,4,Newcastle,64,Fernandinho,Saved,5,Right Foot,Volley,Sergio Agüero,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,4,Newcastle,64,David Silva,Saved,6,Right Foot,Half volley,Fernandinho,Shot,,
2018/19,4,Newcastle,64,David Silva,Saved,9,Left Foot,,,,,
2018/19,4,Newcastle,67,David Silva,Off Target,2,Head,,Riyad Mahrez,Pass (Live),John Stones,Pass (Live)
2018/19,4,Newcastle,71,Raheem Sterling,Off Target,16,Left Foot,,David Silva,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,4,Newcastle,90+1,İlkay Gündoğan,Off Target,22,Right Foot,,,,,
2018/19,4,Newcastle,90+2,Sergio Agüero,Off Target,21,Right Foot,Lob,Fernandinho,Pass (Live),,
2018/19,5,Fulham,2,Leroy Sané,Goal,6,Right Foot,Open goal,Fernandinho,Pass (Live),,
2018/19,5,Fulham,5,Raheem Sterling,Off Target,18,Left Foot,,Bernardo Silva,Pass (Live),Kyle Walker,Pass (Live)
2018/19,5,Fulham,11,Sergio Agüero,Saved,24,Right Foot,,Ederson,Pass (Dead),,
2018/19,5,Fulham,15,Raheem Sterling,Saved,15,Right Foot,,Bernardo Silva,Pass (Live),Nicolás Otamendi,Pass (Live)
2018/19,5,Fulham,15,Bernardo Silva,Saved,14,Left Foot,,Sergio Agüero,Pass (Live),,
2018/19,5,Fulham,21,Sergio Agüero,Blocked,9,Right Foot,,Bernardo Silva,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,5,Fulham,21,David Silva,Goal,5,Right Foot,,Sergio Agüero,Shot,,
2018/19,5,Fulham,32,Bernardo Silva,Blocked,22,Left Foot,,Raheem Sterling,Pass (Live),Fernandinho,Pass (Live)
2018/19,5,Fulham,33,Sergio Agüero,Off Target,7,Head,,David Silva,Pass (Live),Fernandinho,Pass (Live)
2018/19,5,Fulham,40,Nicolás Otamendi,Wayward,9,Head,,Aymeric Laporte,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,5,Fulham,42,Leroy Sané,Saved,13,Left Foot,,David Silva,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,5,Fulham,45+1,Raheem Sterling,Saved,12,Left Foot,Deflected,Raheem Sterling,Dribble,Fernandinho,Pass (Live)
2018/19,5,Fulham,45+2,Aymeric Laporte,Blocked,18,Right Foot,Half volley,Raheem Sterling,Shot,,
2018/19,5,Fulham,47,Raheem Sterling,Goal,3,Right Foot,Open goal,Sergio Agüero,Pass (Live),David Silva,Pass (Live)
2018/19,5,Fulham,48,Bernardo Silva,Blocked,16,Left Foot,,Leroy Sané,Pass (Live),,
2018/19,5,Fulham,50,Sergio Agüero,Blocked,15,Right Foot,,Raheem Sterling,Pass (Live),Fernandinho,Pass (Live)
2018/19,5,Fulham,52,Sergio Agüero,Blocked,28,Right Foot,Free kick,Fernandinho,Fouled,Raheem Sterling,Pass (Live)
2018/19,5,Fulham,55,Gabriel Jesus,Saved,5,Left Foot,,David Silva,Pass (Live),Leroy Sané,Pass (Live)
2018/19,5,Fulham,59,Fernandinho,Off Target,27,Right Foot,,,,,
2018/19,5,Fulham,62,Gabriel Jesus,Off Target,8,Left Foot,Half volley,Raheem Sterling,Pass (Live),Fernandinho,Pass (Live)
2018/19,5,Fulham,66,Raheem Sterling,Blocked,23,Right Foot,,Bernardo Silva,Pass (Live),Ederson,Pass (Live)
2018/19,5,Fulham,68,İlkay Gündoğan,Blocked,26,Right Foot,Half volley,,,,
2018/19,5,Fulham,77,Gabriel Jesus,Off Target,27,Right Foot,,İlkay Gündoğan,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,5,Fulham,81,Bernardo Silva,Off Target,12,Left Foot,,Gabriel Jesus,Pass (Live),Kyle Walker,Pass (Live)
2018/19,5,Fulham,90,Riyad Mahrez,Blocked,18,Left Foot,,Bernardo Silva,Pass (Live),Leroy Sané,Pass (Live)
2018/19,5,Fulham,90+1,Kyle Walker,Blocked,35,Right Foot,,Riyad Mahrez,Pass (Live),Riyad Mahrez,Dribble
2018/19,5,Fulham,90+2,Riyad Mahrez,Blocked,13,Left Foot,,Bernardo Silva,Pass (Live),Leroy Sané,Pass (Live)
2018/19,6,Cardiff,27,Sergio Agüero,Blocked,17,Right Foot,,Kyle Walker,Pass (Live),Fabian Delph,Pass (Live)
2018/19,6,Cardiff,29,İlkay Gündoğan,Off Target,10,Right Foot,Half volley,,,,
2018/19,6,Cardiff,32,Sergio Agüero,Goal,14,Right Foot,,Bernardo Silva,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,6,Cardiff,35,Bernardo Silva,Goal,12,Head,,Leroy Sané,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,6,Cardiff,40,Sergio Agüero,Blocked,7,Left Foot,,,,,
2018/19,6,Cardiff,41,Sergio Agüero,Saved,8,Right Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2018/19,6,Cardiff,41,İlkay Gündoğan,Blocked,17,Left Foot,,Fabian Delph,Pass (Live),Sergio Agüero,Shot
2018/19,6,Cardiff,42,Fernandinho,Off Target,25,Right Foot,,Bernardo Silva,Pass (Live),Nicolás Otamendi,Pass (Live)
2018/19,6,Cardiff,44,İlkay Gündoğan,Goal,24,Right Foot,,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,6,Cardiff,57,Sergio Agüero,Blocked,14,Right Foot,,Raheem Sterling,Pass (Live),Kyle Walker,Pass (Live)
2018/19,6,Cardiff,58,Aymeric Laporte,Blocked,7,Head,,Bernardo Silva,Pass (Live),Leroy Sané,Pass (Live)
2018/19,6,Cardiff,58,Sergio Agüero,Saved,9,Right Foot,Half volley,Aymeric Laporte,Shot,,
2018/19,6,Cardiff,58,Leroy Sané,Woodwork,5,Left Foot,Volley,Sergio Agüero,Shot,,
2018/19,6,Cardiff,59,Leroy Sané,Woodwork,8,Head,,İlkay Gündoğan,Pass (Dead),Leroy Sané,Fouled
2018/19,6,Cardiff,67,Riyad Mahrez,Goal,6,Left Foot,,İlkay Gündoğan,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,6,Cardiff,73,Bernardo Silva,Blocked,11,Left Foot,Volley,Phil Foden,Pass (Live),Leroy Sané,Pass (Live)
2018/19,6,Cardiff,80,Raheem Sterling,Saved,27,Right Foot,Free kick,Raheem Sterling,Fouled,Fabian Delph,Pass (Live)
2018/19,6,Cardiff,82,Riyad Mahrez,Saved,11,Right Foot,,Fabian Delph,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,6,Cardiff,87,Phil Foden,Saved,15,Left Foot,,Bernardo Silva,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,6,Cardiff,88,Raheem Sterling,Blocked,14,Right Foot,,Riyad Mahrez,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,6,Cardiff,89,Riyad Mahrez,Goal,17,Left Foot,,,,,
2018/19,7,Brighton & Hove Albion,3,Oleksandr Zinchenko,Off Target,28,Left Foot,Half volley,,,,
2018/19,7,Brighton & Hove Albion,4,Sergio Agüero,Blocked,7,Right Foot,Overhead kick,Bernardo Silva,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,7,Brighton & Hove Albion,18,Sergio Agüero,Wayward,14,Head,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,7,Brighton & Hove Albion,18,Leroy Sané,Blocked,11,Left Foot,,Leroy Sané,Dribble,Fernandinho,Pass (Live)
2018/19,7,Brighton & Hove Albion,23,Sergio Agüero,Wayward,9,Right Foot,Volley,Raheem Sterling,Pass (Live),Kyle Walker,Pass (Live)
2018/19,7,Brighton & Hove Albion,26,Leroy Sané,Saved,24,Right Foot,,Oleksandr Zinchenko,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,7,Brighton & Hove Albion,29,Raheem Sterling,Goal,3,Right Foot,,Leroy Sané,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,7,Brighton & Hove Albion,32,Bernardo Silva,Blocked,7,Head,,David Silva,Pass (Dead),,
2018/19,7,Brighton & Hove Albion,33,Bernardo Silva,Off Target,25,Left Foot,,Raheem Sterling,Pass (Live),Kyle Walker,Pass (Live)
2018/19,7,Brighton & Hove Albion,35,Aymeric Laporte,Wayward,9,Head,,David Silva,Pass (Dead),,
2018/19,7,Brighton & Hove Albion,37,Oleksandr Zinchenko,Blocked,17,Left Foot,,Leroy Sané,Pass (Live),Kyle Walker,Pass (Live)
2018/19,7,Brighton & Hove Albion,39,Raheem Sterling,Saved,11,Right Foot,,Sergio Agüero,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,7,Brighton & Hove Albion,41,David Silva,Wayward,5,Left Foot,,Leroy Sané,Pass (Live),David Silva,Pass (Live)
2018/19,7,Brighton & Hove Albion,41,Sergio Agüero,Blocked,6,Right Foot,,David Silva,Shot,,
2018/19,7,Brighton & Hove Albion,42,Raheem Sterling,Blocked,16,Right Foot,,Raheem Sterling,Dribble,,
2018/19,7,Brighton & Hove Albion,44,Fernandinho,Saved,36,Right Foot,,Oleksandr Zinchenko,Pass (Live),Fernandinho,Pass (Live)
2018/19,7,Brighton & Hove Albion,47,Sergio Agüero,Off Target,11,Head,,Kyle Walker,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,7,Brighton & Hove Albion,48,Kyle Walker,Off Target,31,Right Foot,,Fernandinho,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,7,Brighton & Hove Albion,55,Oleksandr Zinchenko,Saved,31,Left Foot,,Fernandinho,Pass (Live),David Silva,Pass (Live)
2018/19,7,Brighton & Hove Albion,57,Leroy Sané,Off Target,6,Head,,Bernardo Silva,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,7,Brighton & Hove Albion,58,Sergio Agüero,Blocked,10,Right Foot,,David Silva,Pass (Live),,
2018/19,7,Brighton & Hove Albion,58,David Silva,Saved,15,Left Foot,,,,,
2018/19,7,Brighton & Hove Albion,58,Fernandinho,Blocked,26,Right Foot,,Kyle Walker,Pass (Live),Fernandinho,Pass (Live)
2018/19,7,Brighton & Hove Albion,65,Sergio Agüero,Goal,9,Right Foot,,Raheem Sterling,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,7,Brighton & Hove Albion,74,Riyad Mahrez,Wayward,16,Left Foot,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,7,Brighton & Hove Albion,78,Riyad Mahrez,Saved,20,Left Foot,,,,,
2018/19,7,Brighton & Hove Albion,88,Nicolás Otamendi,Blocked,7,Head,,Bernardo Silva,Pass (Dead),Raheem Sterling,Fouled
2018/19,7,Brighton & Hove Albion,90+1,Fernandinho,Off Target,28,Right Foot,,Raheem Sterling,Pass (Live),Oleksandr Zinchenko,Pass (Live)
2018/19,8,Liverpool,14,Raheem Sterling,Blocked,9,Left Foot,,Fernandinho,Pass (Live),,
2018/19,8,Liverpool,58,Fernandinho,Off Target,36,Right Foot,,David Silva,Pass (Live),,
2018/19,8,Liverpool,61,Riyad Mahrez,Off Target,16,Left Foot,,Riyad Mahrez,Dribble,David Silva,Pass (Live)
2018/19,8,Liverpool,62,Riyad Mahrez,Saved,13,Right Foot,,,,,
2018/19,8,Liverpool,75,Riyad Mahrez,Saved,13,Left Foot,,Raheem Sterling,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,8,Liverpool,86,Riyad Mahrez (pen),Off Target,12,Left Foot,,Leroy Sané,Fouled,David Silva,Pass (Live)
2018/19,9,Burnley,4,Sergio Agüero,Off Target,11,Head,Diving header,Riyad Mahrez,Pass (Live),David Silva,Pass (Live)
2018/19,9,Burnley,6,Leroy Sané,Blocked,7,Left Foot,,Benjamin Mendy,Pass (Live),David Silva,Pass (Live)
2018/19,9,Burnley,6,Bernardo Silva,Wayward,9,Left Foot,,Leroy Sané,Shot,,
2018/19,9,Burnley,14,David Silva,Blocked,13,Left Foot,,Leroy Sané,Pass (Live),David Silva,Pass (Live)
2018/19,9,Burnley,15,Sergio Agüero,Saved,6,Left Foot,Volley,Riyad Mahrez,Pass (Live),John Stones,Pass (Live)
2018/19,9,Burnley,17,Sergio Agüero,Goal,9,Left Foot,,David Silva,Pass (Live),Leroy Sané,Pass (Live)
2018/19,9,Burnley,23,Riyad Mahrez,Blocked,13,Left Foot,Volley,Benjamin Mendy,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,9,Burnley,29,Sergio Agüero,Blocked,21,Right Foot,,Vincent Kompany,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,9,Burnley,29,David Silva,Off Target,7,Left Foot,Half volley,Sergio Agüero,Shot,,
2018/19,9,Burnley,34,Riyad Mahrez,Off Target,8,Left Foot,,Riyad Mahrez,Dribble,John Stones,Pass (Live)
2018/19,9,Burnley,36,Leroy Sané,Blocked,26,Right Foot,,Sergio Agüero,Pass (Live),,
2018/19,9,Burnley,43,Bernardo Silva,Wayward,7,Left Foot,,Riyad Mahrez,Pass (Live),John Stones,Pass (Live)
2018/19,9,Burnley,45+2,David Silva,Saved,6,Head,,Bernardo Silva,Pass (Live),John Stones,Pass (Live)
2018/19,9,Burnley,45+2,Sergio Agüero,Wayward,5,Left Foot,Half volley,David Silva,Shot,,
2018/19,9,Burnley,48,David Silva,Blocked,23,Left Foot,,Riyad Mahrez,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,9,Burnley,54,Bernardo Silva,Goal,11,Left Foot,,David Silva,Pass (Live),,
2018/19,9,Burnley,56,Fernandinho,Goal,19,Right Foot,,,,,
2018/19,9,Burnley,62,Riyad Mahrez,Saved,14,Left Foot,,Kevin De Bruyne,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,9,Burnley,65,Sergio Agüero,Saved,12,Right Foot,,David Silva,Pass (Live),Fernandinho,Pass (Live)
2018/19,9,Burnley,73,Kevin De Bruyne,Blocked,25,Right Foot,,David Silva,Pass (Live),Benjamin Mendy,Pass (Dead)
2018/19,9,Burnley,76,Gabriel Jesus,Saved,6,Head,,Phil Foden,Pass (Live),Riyad Mahrez,Pass (Live)
2018/19,9,Burnley,83,Riyad Mahrez,Goal,24,Left Foot,,Fernandinho,Pass (Live),Leroy Sané,Pass (Live)
2018/19,9,Burnley,87,Phil Foden,Blocked,11,Left Foot,,Riyad Mahrez,Pass (Live),Gabriel Jesus,Pass (Live)
2018/19,9,Burnley,90,Leroy Sané,Goal,9,Left Foot,,Benjamin Mendy,Pass (Live),Gabriel Jesus,Pass (Live)
2018/19,10,Tottenham,6,Riyad Mahrez,Goal,8,Left Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2018/19,10,Tottenham,7,Sergio Agüero,Off Target,11,Left Foot,,Raheem Sterling,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,10,Tottenham,12,Raheem Sterling,Blocked,11,Left Foot,,David Silva,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,10,Tottenham,12,Kyle Walker,Off Target,34,Right Foot,,,,,
2018/19,10,Tottenham,16,Bernardo Silva,Blocked,14,Left Foot,,,,,
2018/19,10,Tottenham,28,Riyad Mahrez,Saved,12,Right Foot,,David Silva,Pass (Live),David Silva,Dribble
2018/19,10,Tottenham,37,David Silva,Saved,14,Left Foot,,Bernardo Silva,Pass (Live),Fernandinho,Pass (Live)
2018/19,10,Tottenham,39,Bernardo Silva,Blocked,9,Left Foot,,Raheem Sterling,Pass (Live),David Silva,Pass (Live)
2018/19,10,Tottenham,50,David Silva,Blocked,19,Left Foot,Free kick,Sergio Agüero,Fouled,,
2018/19,10,Tottenham,50,David Silva,Blocked,17,Left Foot,Half volley,David Silva,Shot,,
2018/19,10,Tottenham,55,Raheem Sterling,Blocked,7,Right Foot,,David Silva,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,10,Tottenham,65,Sergio Agüero,Saved,14,Left Foot,,David Silva,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,10,Tottenham,66,Sergio Agüero,Saved,28,Right Foot,Half volley,David Silva,Pass (Live),Fernandinho,Pass (Live)
2018/19,11,Southampton,12,Sergio Agüero,Goal,3,Right Foot,,Raheem Sterling,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,11,Southampton,17,Sergio Agüero,Saved,10,Right Foot,,Bernardo Silva,Pass (Live),Kyle Walker,Pass (Live)
2018/19,11,Southampton,18,Bernardo Silva,Blocked,16,Left Foot,Volley,David Silva,Pass (Live),Leroy Sané,Pass (Live)
2018/19,11,Southampton,18,David Silva,Goal,11,Left Foot,Half volley,,,,
2018/19,11,Southampton,37,Kyle Walker,Blocked,28,Right Foot,,,,,
2018/19,11,Southampton,37,David Silva,Saved,18,Left Foot,,Kyle Walker,Pass (Live),David Silva,Pass (Live)
2018/19,11,Southampton,45+2,Raheem Sterling,Goal,9,Left Foot,,Sergio Agüero,Pass (Live),David Silva,Pass (Live)
2018/19,11,Southampton,48,Raheem Sterling,Blocked,16,Right Foot,,Bernardo Silva,Pass (Live),,
2018/19,11,Southampton,57,John Stones,Off Target,11,Head,,Benjamin Mendy,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,11,Southampton,62,Leroy Sané,Woodwork,22,Left Foot,Half volley,Sergio Agüero,Pass (Live),David Silva,Pass (Live)
2018/19,11,Southampton,66,Bernardo Silva,Blocked,11,Left Foot,,Bernardo Silva,Dribble,Kyle Walker,Pass (Live)
2018/19,11,Southampton,67,Raheem Sterling,Goal,11,Right Foot,,Sergio Agüero,Pass (Live),Sergio Agüero,Dribble
2018/19,11,Southampton,76,Sergio Agüero,Off Target,17,Left Foot,,Phil Foden,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,11,Southampton,81,Sergio Agüero,Off Target,21,Right Foot,,Leroy Sané,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,11,Southampton,87,Leroy Sané,Off Target,18,Left Foot,Free kick,Phil Foden,Fouled,Fabian Delph,Pass (Live)
2018/19,11,Southampton,89,Phil Foden,Blocked,14,Right Foot,,Phil Foden,Dribble,Raheem Sterling,Pass (Live)
2018/19,11,Southampton,90+1,Leroy Sané,Goal,15,Left Foot,,Raheem Sterling,Pass (Live),Phil Foden,Pass (Live)
2018/19,11,Southampton,90+3,Raheem Sterling,Blocked,18,Left Foot,,,,,
2018/19,12,Man Utd,2,Bernardo Silva,Off Target,24,Left Foot,,Fernandinho,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,12,Man Utd,4,Fernandinho,Off Target,28,Right Foot,,Riyad Mahrez,Pass (Live),David Silva,Pass (Live)
2018/19,12,Man Utd,6,Raheem Sterling,Blocked,8,Left Foot,,David Silva,Pass (Live),Fernandinho,Pass (Live)
2018/19,12,Man Utd,12,David Silva,Goal,7,Right Foot,,Bernardo Silva,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,12,Man Utd,24,Sergio Agüero,Wayward,17,Right Foot,,,,,
2018/19,12,Man Utd,31,Aymeric Laporte,Off Target,39,Left Foot,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,12,Man Utd,34,Raheem Sterling,Blocked,21,Right Foot,,Sergio Agüero,Pass (Live),,
2018/19,12,Man Utd,44,Fernandinho,Blocked,9,Head,,David Silva,Pass (Dead),,
2018/19,12,Man Utd,44,Sergio Agüero,Off Target,8,Left Foot,,Bernardo Silva,Pass (Live),David Silva,Pass (Live)
2018/19,12,Man Utd,48,Sergio Agüero,Goal,11,Right Foot,,Riyad Mahrez,Pass (Live),Sergio Agüero,Pass (Live)
2018/19,12,Man Utd,54,Raheem Sterling,Blocked,14,Left Foot,,Bernardo Silva,Pass (Live),Bernardo Silva,Dribble
2018/19,12,Man Utd,66,David Silva,Blocked,27,Left Foot,,Bernardo Silva,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,12,Man Utd,67,Fernandinho,Saved,25,Right Foot,,Leroy Sané,Pass (Live),Leroy Sané,Dribble
2018/19,12,Man Utd,70,Fernandinho,Saved,26,Right Foot,,Bernardo Silva,Pass (Live),David Silva,Pass (Live)
2018/19,12,Man Utd,74,Leroy Sané,Off Target,20,Left Foot,,Raheem Sterling,Pass (Live),Kyle Walker,Pass (Live)
